id,tweet,label,disaster,tokenized,lemmatized,stemmed
'262988897544441856',bbc haveyoursay my uk phone doesn t work here sadly  i would suggest skype however wifi at hostel slow due to stuck tourists,0,hurricane,bbc haveyoursay my uk phone doesn t work here sadly i would suggest skype however wifi at hostel slow due to stuck tourists,bbc haveyoursay my uk phone doesn t work here sadly i would suggest skype however wifi at hostel slow due to stuck tourist,bbc haveyoursay my uk phone doesn t work here sadli i would suggest skype howev wifi at hostel slow due to stuck tourist
'262882496289587200',tranquilamaricaponteabailargangnamstyle yes sat exam  studyingfo hesat    thank god i found this,0,hurricane,tranquilamaricaponteabailargangnamstyle yes sat exam studyingfo hesat thank god i found this,tranquilamaricaponteabailargangnamstyle yes sat exam studyingfo hesat thank god i found this,tranquilamaricaponteabailargangnamstyl ye sat exam studyingfo hesat thank god i found thi
'263069697673687041',corybooker mr  booker i love how u take your time to ale  your town i havent heard as much stuff here in jc  good job,0,hurricane,corybooker mr booker i love how u take your time to ale your town i havent heard as much stuff here in jc good job,corybooker mr booker i love how u take your time to ale your town i havent heard a much stuff here in jc good job,corybook mr booker i love how u take your time to ale your town i havent heard as much stuff here in jc good job
'263403956854743040',prayers w the families mt  joshnathankazis  23 y o s killed by tree in ditmas pk grew up in progressive p  slope shuls,1,hurricane,prayers w the families mt joshnathankazis 23 y o s killed by tree in ditmas pk grew up in progressive p slope shuls,prayer w the family mt joshnathankazis 23 y o s killed by tree in ditmas pk grew up in progressive p slope shuls,prayer w the famili mt joshnathankazi 23 y o s kill by tree in ditma pk grew up in progress p slope shul
'263129387153641472',binahsophia my family in montreal earlier said they were feeling it too but not sure how bad,0,hurricane,binahsophia my family in montreal earlier said they were feeling it too but not sure how bad,binahsophia my family in montreal earlier said they were feeling it too but not sure how bad,binahsophia my famili in montreal earlier said they were feel it too but not sure how bad
'263315714692239360',ngazeeo girl  you go in  but there re answers to those question  money  being  1,0,hurricane,ngazeeo girl you go in but there re answers to those question money being 1,ngazeeo girl you go in but there re answer to those question money being 1,ngazeeo girl you go in but there re answer to those question money be 1
'262566131276066816',mcconnelllkelly  people in pennsylvania are panicking about this storm more than i see people in seaside panicking  seaside is stil drunk,2,hurricane,mcconnelllkelly people in pennsylvania are panicking about this storm more than i see people in seaside panicking seaside is stil drunk,mcconnelllkelly people in pennsylvania are panicking about this storm more than i see people in seaside panicking seaside is stil drunk,mcconnelllkelli peopl in pennsylvania are panick about thi storm more than i see peopl in seasid panick seasid is stil drunk
'263173419426775041',coastal flood warning issued for piscataway  nj,1,hurricane,coastal flood warning issued for piscataway nj,coastal flood warning issued for piscataway nj,coastal flood warn issu for piscataway nj
'263048250947416064',only bar open in the area    salud   sandy    splash bar w  3 others,2,hurricane,only bar open in the area salud sandy splash bar w 3 others,only bar open in the area salud sandy splash bar w 3 others,onli bar open in the area salud sandi splash bar w 3 other
'262423481000542209',gotta be up early finally gonna go see this house,0,hurricane,gotta be up early finally gonna go see this house,gotta be up early finally gonna go see this house,gotta be up earli final gonna go see thi hous
'263048834568040449',wish  dre 44mountie would skype me since he cnt be here,0,hurricane,wish dre 44mountie would skype me since he cnt be here,wish dre 44mountie would skype me since he cnt be here,wish dre 44mounti would skype me sinc he cnt be here
'262678718936387584',last flight in before  frankenstorm    terminal a  marine air terminal  w  2 others,2,hurricane,last flight in before frankenstorm terminal a marine air terminal w 2 others,last flight in before frankenstorm terminal a marine air terminal w 2 others,last flight in befor frankenstorm termin a marin air termin w 2 other
'262668866071703552',jon bardin with some patience and persistence we figured out a solution  though  despite  americanair,0,hurricane,jon bardin with some patience and persistence we figured out a solution though despite americanair,jon bardin with some patience and persistence we figured out a solution though despite americanair,jon bardin with some patienc and persist we figur out a solut though despit americanair
'263042262215323648',and even the young mobster with his rolled tobacco just flew by holy shit,0,hurricane,and even the young mobster with his rolled tobacco just flew by holy shit,and even the young mobster with his rolled tobacco just flew by holy shit,and even the young mobster with hi roll tobacco just flew by holi shit
'263092714193690624',jaytullis whiskey and bubbly  we snuck out to the liquor store this afternoon,0,hurricane,jaytullis whiskey and bubbly we snuck out to the liquor store this afternoon,jaytullis whiskey and bubbly we snuck out to the liquor store this afternoon,jaytulli whiskey and bubbl we snuck out to the liquor store thi afternoon
'262411507453812736',i let mudah go out  im stuck in the house  gt   lt  fuck,0,hurricane,i let mudah go out im stuck in the house gt lt fuck,i let mudah go out im stuck in the house gt lt fuck,i let mudah go out im stuck in the hous gt lt fuck
'262577896818868224',i just passed out last night lol,0,hurricane,i just passed out last night lol,i just passed out last night lol,i just pass out last night lol
'262582632641089537',i m at miller miraglia llp  new york  ny,0,hurricane,i m at miller miraglia llp new york ny,i m at miller miraglia llp new york ny,i m at miller miraglia llp new york ny
'262771132514590721',i have a huge problem with people lying to my face  especially  when you re dumb enough to think  i wouldn t know,0,hurricane,i have a huge problem with people lying to my face especially when you re dumb enough to think i wouldn t know,i have a huge problem with people lying to my face especially when you re dumb enough to think i wouldn t know,i have a huge problem with peopl lie to my face especi when you re dumb enough to think i wouldn t know
'262803285994532864',mzgraciebaby gimme recap of word war real quick,0,hurricane,mzgraciebaby gimme recap of word war real quick,mzgraciebaby gimme recap of word war real quick,mzgraciebabi gimm recap of word war real quick
'262349266725507072',jiillbiill i m getting hit by a hurricane on monday,2,hurricane,jiillbiill i m getting hit by a hurricane on monday,jiillbiill i m getting hit by a hurricane on monday,jiillbiil i m get hit by a hurrican on monday
'263218859933302784',savethebs  act like a lady  think like a boss  reminds me of  cassbenz,0,hurricane,savethebs act like a lady think like a boss reminds me of cassbenz,savethebs act like a lady think like a bos reminds me of cassbenz,savetheb act like a ladi think like a boss remind me of cassbenz
